trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
79,False,"{'a': 0.5, 'e': 0.8554567690061387}",25,0,-118.06586777155128,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.8519226578261181}",25,0,-92.80465973107289,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.8483533546735826}",20,0,-0.6293149515965506,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.8447492164758734}",25,0,-154.88298601705333,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
83,False,"{'a': 0.5, 'e': 0.8411106036438067}",25,3,-54.364460444827984,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.8374378800356335}",20,0,-145.4643932970259,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
85,False,"{'a': 0.5, 'e': 0.8337314129206541}",20,0,-133.04429601306745,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
86,False,"{'a': 0.5, 'e': 0.8299915729424912}",20,9,6.641175030153386,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.826218734082026}",25,1,-95.13515274350158,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 2}",1
88,False,"{'a': 0.5, 'e': 0.8224132736200006}",20,0,-94.64364347156196,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.8185755720992901}",20,6,-43.24927606975096,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.8147060132868484}",20,0,-76.61410900861536,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.8108049841353322}",25,0,-44.080784358035835,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.8068728747444058}",25,0,-125.03376203374636,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.8029100783217313}",25,2,-65.91530771583292,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.7989169911436491}",30,0,-60.739911979247026,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.794894012515549}",25,0,-56.30863446661539,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.7908415447319417}",20,0,-38.4795206320415,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.7867599930362283}",25,0,-103.94663107534964,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.7826497655801772}",25,20,10.121327956559698,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.7785112733831087}",20,0,-3.1359245698250415,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.7743449302907938}",25,0,-71.23787947383606,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.7701511529340699}",25,4,-25.017908512445207,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.7659303606871777}",20,0,-28.077903894329534,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.7616829756258248}",20,3,-0.05623380660838695,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.7574094224849777}",25,8,-34.917751219113775,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.7531101286163893}",20,0,2.290435972681075,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.7487855239458635}",30,0,-80.77801284780404,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.7444360409302637}",20,0,-58.23237917351173,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.7400621145142671}",25,9,13.226052764640192,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.73566418208687}",25,13,-72.09372927077243,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.7312426834376504}",20,0,-30.07713037829593,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.7267980607127886}",25,0,-84.11235598365765,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.7223307583708534}",25,0,-92.42119669648937,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.7178412231383561}",30,0,-56.0588424918552,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.7133299039650787}",25,8,-101.92621937997342,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
115,False,"{'a': 0.5, 'e': 0.708797251979179}",20,0,-80.2261410452349,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.7042437204420786}",20,12,-11.942450204418785,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.6996697647031366}",25,1,-116.4580716043022,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 2}",1
118,False,"{'a': 0.5, 'e': 0.6950758421541151}",30,0,-38.422253627687276,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.690462412183441}",25,0,-92.38540081648763,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.6858299361302664}",25,10,-89.98797096602391,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
121,False,"{'a': 0.5, 'e': 0.6811788772383368}",20,3,7.364459778215047,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.6765097006096652}",25,0,-88.79389887059654,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.6718228731580236}",35,4,-6.925203458844315,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.6671188635622514}",25,0,-69.03449215869341,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.6623981422193881}",25,0,-32.80812010943429,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.6576611811976343}",25,0,-128.55288789843772,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.6529084541891447}",20,0,-18.999358936708173,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.6481404364626594}",25,1,-15.33034033708486,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.6433576048159777}",20,0,-42.15815064486629,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.6385604375282787}",25,0,-9.890090169282635,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.6337494143122937}",25,5,-47.55987321839583,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.6289250162663348}",20,0,-131.2520353852091,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.6240877258261864}",20,0,-43.3623426568936,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.6192380267168616}",25,0,-118.24404492504861,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.6143764039042297}",25,5,-16.78350341827527,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.6095033435465207}",25,0,-51.81407926029585,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.6046193329457097}",30,0,-82.58922591058788,"{0: 23, 1: 3, 2: 0, 3: 3, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.5997248604987864}",25,9,-68.5758905398001,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
139,False,"{'a': 0.5, 'e': 0.5948204156489171}",20,0,-64.40622879778275,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.5899064888364997}",25,0,-76.07493841436417,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.5849835714501204}",20,0,-23.639200468545905,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.5800521557774156}",30,6,-15.721207391794449,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.5751127349558429}",20,0,-18.992785040613768,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.5701658029233684}",25,0,-81.26288367229637,"{0: 18, 1: 3, 2: 1, 3: 2, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.5652118543690727}",20,0,-97.21494578294728,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.5602513846836833}",25,3,-65.18664561783338,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.5552848899100348}",25,10,-63.22117644171518,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.5503128666934659}",30,12,-96.10423559996923,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
149,False,"{'a': 0.5, 'e': 0.5453358122321549}",20,8,-44.782011747608344,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.5403542242274003}",25,0,-27.311458106693472,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.5353686008338514}",30,4,-3.570821455324941,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.530379440609693}",25,11,-18.367259593185292,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.5253872424667896}",20,0,-20.37188987567547,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.5203925056207955}",25,4,-76.98852572970792,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 2}",1
155,False,"{'a': 0.5, 'e': 0.515395729541233}",25,0,-55.71226246187858,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.5103974139015462}",25,7,22.05167348401876,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.5053980585291337}",20,11,-48.5727374595036,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.5003981633553666}",35,1,-86.56718476760487,"{0: 25, 1: 2, 2: 4, 3: 2, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.4953982283655958}",20,3,-50.43663599083344,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.4903987535491537}",25,2,-137.39075974995492,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 2}",1
161,False,"{'a': 0.5, 'e': 0.48540023884935557}",20,0,-71.95024090064388,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.48040318411350613}",20,0,-29.255057144528312,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.4754080890429147}",20,0,12.52968641036882,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.4704154531429258}",25,11,7.372859936286458,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.46542577567296894}",20,4,-72.30856884983059,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
166,False,"{'a': 0.5, 'e': 0.46043955559663297}",20,6,-10.378912137381885,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.4554572915317704}",25,0,-83.49189174739026,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
168,False,"{'a': 0.5, 'e': 0.450479481700636}",35,7,0.40086650397245993,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.44550662388006446}",35,6,-115.41638347868614,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 3}",1
170,False,"{'a': 0.5, 'e': 0.4405392153516939}",20,0,-97.01973142953183,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.43557775285223765}",25,15,-4.744980314615886,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.4306227325238112}",20,5,0.8939475032924067,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.4256746498643182}",20,0,-41.24601836748331,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.42073399967790115}",25,0,-50.9585343230445,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.41580127602546146}",25,13,9.068271159607528,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.410876972175254}",25,0,-38.92219026842403,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.40596158055355996}",25,0,-44.18141830038751,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.4010555926954455}",25,7,-12.51381406972207,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.3961594991956081}",20,7,18.235820955990764,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.3912737896593177}",20,0,19.847317358686542,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.3863989526534565}",20,7,-10.734507960418366,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.38153547565766266}",20,0,11.511244877158248,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.376683845015583}",25,12,-0.9925704462122238,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.3718445458862386}",30,0,-16.296228530261327,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.3670180621955098}",25,0,-109.78146026933112,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",1
186,False,"{'a': 0.5, 'e': 0.36220487658774353}",30,0,-98.56776941331215,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
187,False,"{'a': 0.5, 'e': 0.3574054703774896}",20,0,12.332071442473493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.3526203235013695}",20,5,-10.392409155327202,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.3478499144700833}",35,12,-38.531017621165,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.34309472032055877}",30,6,-153.71120299032842,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 3}",1
191,False,"{'a': 0.5, 'e': 0.3383552165682482}",25,13,-32.48718094207092,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.3336318771595773}",20,7,21.106235311490355,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.32892517442455094}",25,12,-0.7809387555620013,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.32423557902952005}",25,8,9.159154368180268,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.3195635599301164}",20,11,2.4757087287117034,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.31490958432435656}",20,11,2.9563155659676665,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.3102741176059227}",20,9,10.450681480651305,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.305657623317624}",25,15,-6.93523434364136,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.30106056310504203}",30,19,-30.650791365521957,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.29648339667036727}",30,16,16.37632335034946,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.2919265817264288}",25,10,5.055291155179427,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.2873905739509237}",20,8,-3.2720609765147968,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
